split,sample_id,subset,y,votes_entailment,votes_neutral,votes_contradiction,n_raters,top_votes,second_votes,top_margin,majority_label_index
train,mnli::144235n,mnli,1,41,59,0,100,59,41,18,1
train,mnli::144272e,mnli,0,85,14,1,100,85,14,71,0
train,mnli::144418c,mnli,2,1,20,79,100,79,20,59,2
train,mnli::144418e,mnli,0,76,22,2,100,76,22,54,0
train,mnli::14459n,mnli,1,34,62,4,100,62,34,28,1
train,mnli::144753n,mnli,0,49,45,6,100,49,45,4,0
train,mnli::145047e,mnli,1,34,65,1,100,65,34,31,1
train,mnli::145053c,mnli,1,4,66,30,100,66,30,36,1
train,mnli::145250n,mnli,0,57,40,3,100,57,40,17,0
train,mnli::145410n,mnli,1,1,91,8,100,91,8,83,1
train,mnli::14545e,mnli,0,78,14,8,100,78,14,64,0
train,mnli::145485n,mnli,1,14,73,13,100,73,14,59,1
train,mnli::145495c,mnli,2,12,36,52,100,52,36,16,2
train,mnli::145495n,mnli,0,86,13,1,100,86,13,73,0
train,mnli::145540n,mnli,0,54,40,6,100,54,40,14,0
train,mnli::14556n,mnli,0,80,17,3,100,80,17,63,0
train,mnli::146129e,mnli,0,85,13,2,100,85,13,72,0
train,mnli::14937e,mnli,0,95,3,2,100,95,3,92,0
train,mnli::15100e,mnli,0,88,12,0,100,88,12,76,0
train,mnli::15110n,mnli,1,33,47,20,100,47,33,14,1
train,mnli::15197n,mnli,1,17,77,6,100,77,17,60,1
train,mnli::15488c,mnli,1,6,63,31,100,63,31,32,1
train,mnli::15684n,mnli,0,79,21,0,100,79,21,58,0
train,mnli::15727c,mnli,2,8,21,71,100,71,21,50,2
train,mnli::15791e,mnli,0,61,14,25,100,61,25,36,0
train,mnli::16086n,mnli,1,10,52,38,100,52,38,14,1
train,mnli::16195n,mnli,1,25,61,14,100,61,25,36,1
train,mnli::16253n,mnli,1,29,68,3,100,68,29,39,1
train,mnli::16469n,mnli,1,24,73,3,100,73,24,49,1
train,mnli::16494c,mnli,2,8,8,84,100,84,8,76,2
train,mnli::16521n,mnli,1,1,50,49,100,50,49,1,1
train,mnli::1682n,mnli,1,48,49,3,100,49,48,1,1
train,mnli::16835n,mnli,1,32,67,1,100,67,32,35,1
train,mnli::16989c,mnli,1,39,42,19,100,42,39,3,1
train,mnli::16989e,mnli,0,73,21,6,100,73,21,52,0
train,mnli::16996e,mnli,0,63,32,5,100,63,32,31,0
train,mnli::17056n,mnli,1,1,53,46,100,53,46,7,1
train,mnli::17110n,mnli,1,48,49,3,100,49,48,1,1
train,mnli::17179n,mnli,0,63,37,0,100,63,37,26,0
train,mnli::1735n,mnli,2,21,31,48,100,48,31,17,2
train,mnli::17473n,mnli,0,51,45,4,100,51,45,6,0
train,mnli::17576n,mnli,1,27,64,9,100,64,27,37,1
train,mnli::17660e,mnli,0,62,36,2,100,62,36,26,0
train,mnli::1773n,mnli,1,1,58,41,100,58,41,17,1
train,mnli::17753n,mnli,0,88,12,0,100,88,12,76,0
train,mnli::17769n,mnli,0,66,27,7,100,66,27,39,0
train,mnli::17950c,mnli,2,1,30,69,100,69,30,39,2
train,mnli::17950e,mnli,0,65,27,8,100,65,27,38,0
train,mnli::18027n,mnli,0,58,30,12,100,58,30,28,0
train,mnli::18142n,mnli,1,40,46,14,100,46,40,6,1
train,mnli::18189c,mnli,2,34,32,34,100,34,34,0,2
train,mnli::18189e,mnli,1,38,56,6,100,56,38,18,1
train,mnli::18264e,mnli,0,87,7,6,100,87,7,80,0
train,mnli::18264n,mnli,0,79,12,9,100,79,12,67,0
train,mnli::18428n,mnli,0,81,17,2,100,81,17,64,0
train,mnli::18635n,mnli,1,32,44,24,100,44,32,12,1
train,mnli::18874n,mnli,1,3,65,32,100,65,32,33,1
train,mnli::18991n,mnli,1,35,57,8,100,57,35,22,1
train,mnli::19208c,mnli,2,1,47,52,100,52,47,5,2
train,mnli::1925n,mnli,0,75,25,0,100,75,25,50,0
train,mnli::19266e,mnli,0,61,38,1,100,61,38,23,0
train,mnli::1933n,mnli,1,9,89,2,100,89,9,80,1
train,mnli::19578n,mnli,1,24,70,6,100,70,24,46,1
train,mnli::19668c,mnli,2,11,38,51,100,51,38,13,2
train,mnli::19768c,mnli,2,2,37,61,100,61,37,24,2
train,mnli::19768e,mnli,1,29,63,8,100,63,29,34,1
train,mnli::19803e,mnli,0,90,8,2,100,90,8,82,0
train,mnli::19921c,mnli,1,0,77,23,100,77,23,54,1
train,mnli::19921n,mnli,0,83,15,2,100,83,15,68,0
train,mnli::19c,mnli,1,8,59,33,100,59,33,26,1
train,mnli::20087e,mnli,0,58,36,6,100,58,36,22,0
train,mnli::20181n,mnli,1,3,70,27,100,70,27,43,1
train,mnli::20274n,mnli,1,14,75,11,100,75,14,61,1
train,mnli::2043e,mnli,0,80,13,7,100,80,13,67,0
train,mnli::2043n,mnli,1,43,50,7,100,50,43,7,1
train,mnli::20648n,mnli,0,48,45,7,100,48,45,3,0
train,mnli::21147e,mnli,0,69,28,3,100,69,28,41,0
train,mnli::21152n,mnli,1,7,78,15,100,78,15,63,1
train,mnli::21212e,mnli,0,51,40,9,100,51,40,11,0
train,mnli::21229n,mnli,1,0,78,22,100,78,22,56,1
train,mnli::21287n,mnli,0,78,22,0,100,78,22,56,0
train,mnli::2133n,mnli,2,10,14,76,100,76,14,62,2
train,mnli::21340n,mnli,1,5,84,11,100,84,11,73,1
train,mnli::21420c,mnli,2,0,43,57,100,57,43,14,2
train,mnli::21420e,mnli,0,74,24,2,100,74,24,50,0
train,mnli::21555n,mnli,0,62,35,3,100,62,35,27,0
train,mnli::21702e,mnli,1,34,50,16,100,50,34,16,1
train,mnli::21810n,mnli,0,46,43,11,100,46,43,3,0
train,mnli::21834e,mnli,0,58,38,4,100,58,38,20,0
train,mnli::21912e,mnli,0,73,21,6,100,73,21,52,0
train,mnli::21957n,mnli,1,24,70,6,100,70,24,46,1
train,mnli::2214n,mnli,1,25,72,3,100,72,25,47,1
train,mnli::22235c,mnli,2,21,35,44,100,44,35,9,2
train,mnli::22235n,mnli,1,28,67,5,100,67,28,39,1
train,mnli::22436n,mnli,1,43,45,12,100,45,43,2,1
train,mnli::22462n,mnli,1,4,51,45,100,51,45,6,1
train,mnli::22587e,mnli,0,90,9,1,100,90,9,81,0
train,mnli::2262n,mnli,0,90,9,1,100,90,9,81,0
train,mnli::22852n,mnli,1,33,66,1,100,66,33,33,1
train,mnli::22938e,mnli,0,66,31,3,100,66,31,35,0
train,mnli::22996n,mnli,2,2,44,54,100,54,44,10,2
train,mnli::23114n,mnli,1,36,62,2,100,62,36,26,1
train,mnli::23280n,mnli,1,24,70,6,100,70,24,46,1
train,mnli::23414c,mnli,1,40,48,12,100,48,40,8,1
train,mnli::23583n,mnli,2,9,32,59,100,59,32,27,2
train,mnli::23725n,mnli,1,40,60,0,100,60,40,20,1
train,mnli::23751c,mnli,1,16,65,19,100,65,19,46,1
train,mnli::23769n,mnli,1,36,64,0,100,64,36,28,1
train,mnli::23774n,mnli,1,8,49,43,100,49,43,6,1
train,mnli::23780n,mnli,0,81,16,3,100,81,16,65,0
train,mnli::23901e,mnli,0,70,22,8,100,70,22,48,0
train,mnli::2394e,mnli,0,78,20,2,100,78,20,58,0
train,mnli::24043e,mnli,0,83,15,2,100,83,15,68,0
train,mnli::24043n,mnli,0,85,15,0,100,85,15,70,0
train,mnli::24067e,mnli,0,86,14,0,100,86,14,72,0
train,mnli::24103e,mnli,0,53,42,5,100,53,42,11,0
train,mnli::24103n,mnli,1,18,64,18,100,64,18,46,1
train,mnli::24126n,mnli,0,77,23,0,100,77,23,54,0
train,mnli::24163e,mnli,0,67,31,2,100,67,31,36,0
train,mnli::24385c,mnli,1,5,80,15,100,80,15,65,1
train,mnli::24385e,mnli,1,28,67,5,100,67,28,39,1
train,mnli::24755e,mnli,0,76,22,2,100,76,22,54,0
train,mnli::24789e,mnli,0,76,21,3,100,76,21,55,0
train,mnli::24929e,mnli,0,82,12,6,100,82,12,70,0
train,mnli::2508n,mnli,1,16,80,4,100,80,16,64,1
train,mnli::25109e,mnli,0,85,13,2,100,85,13,72,0
train,mnli::2529c,mnli,2,2,17,81,100,81,17,64,2
train,mnli::25304n,mnli,2,23,20,57,100,57,23,34,2
train,mnli::25670n,mnli,1,41,58,1,100,58,41,17,1
train,mnli::25728e,mnli,0,89,9,2,100,89,9,80,0
train,mnli::25821e,mnli,0,80,14,6,100,80,14,66,0
train,mnli::26142n,mnli,0,88,9,3,100,88,9,79,0
train,mnli::26143n,mnli,2,24,37,39,100,39,37,2,2
train,mnli::26196n,mnli,0,50,41,9,100,50,41,9,0
train,mnli::26443c,mnli,1,19,44,37,100,44,37,7,1
train,mnli::26460n,mnli,0,66,31,3,100,66,31,35,0
train,mnli::26495e,mnli,0,71,15,14,100,71,15,56,0
train,mnli::26744n,mnli,1,29,62,9,100,62,29,33,1
train,mnli::26822n,mnli,0,89,10,1,100,89,10,79,0
train,mnli::26990n,mnli,0,56,43,1,100,56,43,13,0
train,mnli::27036c,mnli,1,34,47,19,100,47,34,13,1
train,mnli::27076c,mnli,2,21,34,45,100,45,34,11,2
train,mnli::27287c,mnli,2,1,41,58,100,58,41,17,2
train,mnli::27330n,mnli,1,11,54,35,100,54,35,19,1
train,mnli::27335e,mnli,0,84,15,1,100,84,15,69,0
train,mnli::27417n,mnli,2,7,30,63,100,63,30,33,2
train,mnli::27559n,mnli,1,1,64,35,100,64,35,29,1
train,mnli::27907e,mnli,1,14,46,40,100,46,40,6,1
train,mnli::27907n,mnli,0,56,40,4,100,56,40,16,0
train,mnli::27956e,mnli,0,52,45,3,100,52,45,7,0
train,mnli::28078c,mnli,1,1,66,33,100,66,33,33,1
train,mnli::28097c,mnli,1,4,53,43,100,53,43,10,1
train,mnli::28285c,mnli,2,0,42,58,100,58,42,16,2
train,mnli::28306c,mnli,2,14,17,69,100,69,17,52,2
train,mnli::28306n,mnli,2,22,32,46,100,46,32,14,2
train,mnli::28387c,mnli,1,27,44,29,100,44,29,15,1
train,mnli::28456n,mnli,1,1,68,31,100,68,31,37,1
train,mnli::28459c,mnli,2,0,43,57,100,57,43,14,2
train,mnli::28507n,mnli,0,76,14,10,100,76,14,62,0
train,mnli::28601n,mnli,0,78,21,1,100,78,21,57,0
train,mnli::28666n,mnli,1,25,55,20,100,55,25,30,1
train,mnli::2870n,mnli,0,74,26,0,100,74,26,48,0
train,mnli::28718n,mnli,1,5,62,33,100,62,33,29,1
train,mnli::28827c,mnli,1,5,49,46,100,49,46,3,1
train,mnli::28827n,mnli,1,7,80,13,100,80,13,67,1
train,mnli::28987n,mnli,1,1,63,36,100,63,36,27,1
train,mnli::29045n,mnli,1,3,52,45,100,52,45,7,1
train,mnli::29068n,mnli,1,28,69,3,100,69,28,41,1
train,mnli::2942n,mnli,1,8,61,31,100,61,31,30,1
train,mnli::29487e,mnli,1,33,49,18,100,49,33,16,1
train,mnli::29632n,mnli,0,65,33,2,100,65,33,32,0
train,mnli::29843e,mnli,0,63,31,6,100,63,31,32,0
train,mnli::29929n,mnli,1,49,51,0,100,51,49,2,1
train,mnli::29936n,mnli,1,26,48,26,100,48,26,22,1
train,mnli::30139n,mnli,0,62,35,3,100,62,35,27,0
train,mnli::30171n,mnli,0,56,38,6,100,56,38,18,0
train,mnli::30221c,mnli,2,2,10,88,100,88,10,78,2
train,mnli::30282n,mnli,0,88,12,0,100,88,12,76,0
train,mnli::3034n,mnli,0,80,18,2,100,80,18,62,0
train,mnli::30380c,mnli,2,28,6,66,100,66,28,38,2
train,mnli::30450c,mnli,1,2,59,39,100,59,39,20,1
train,mnli::304n,mnli,0,80,19,1,100,80,19,61,0
train,mnli::30592n,mnli,0,82,17,1,100,82,17,65,0
train,mnli::30894c,mnli,1,4,67,29,100,67,29,38,1
train,mnli::30894n,mnli,1,44,54,2,100,54,44,10,1
train,mnli::3103n,mnli,1,1,60,39,100,60,39,21,1
train,mnli::31054n,mnli,0,92,8,0,100,92,8,84,0
train,mnli::31113e,mnli,1,28,55,17,100,55,28,27,1
train,mnli::31312e,mnli,0,94,4,2,100,94,4,90,0
train,mnli::31775c,mnli,2,0,26,74,100,74,26,48,2
train,mnli::32005e,mnli,0,58,31,11,100,58,31,27,0
train,mnli::32196n,mnli,1,40,48,12,100,48,40,8,1
train,mnli::32197c,mnli,1,4,67,29,100,67,29,38,1
train,mnli::32197e,mnli,1,40,57,3,100,57,40,17,1
train,mnli::32197n,mnli,1,32,62,6,100,62,32,30,1
train,mnli::32754e,mnli,0,80,18,2,100,80,18,62,0
train,mnli::32754n,mnli,0,64,25,11,100,64,25,39,0
train,mnli::32814n,mnli,1,16,44,40,100,44,40,4,1
train,mnli::32851c,mnli,2,26,20,54,100,54,26,28,2
train,mnli::32889n,mnli,1,10,62,28,100,62,28,34,1
train,mnli::33063n,mnli,1,3,76,21,100,76,21,55,1
train,mnli::33291n,mnli,1,4,71,25,100,71,25,46,1
train,mnli::33340c,mnli,0,51,3,46,100,51,46,5,0
train,mnli::33340e,mnli,0,64,17,19,100,64,19,45,0
train,mnli::33764n,mnli,0,67,31,2,100,67,31,36,0
train,mnli::33822e,mnli,0,68,27,5,100,68,27,41,0
train,mnli::33822n,mnli,1,7,80,13,100,80,13,67,1
train,mnli::34043c,mnli,1,0,62,38,100,62,38,24,1
train,mnli::34094e,mnli,0,88,11,1,100,88,11,77,0
train,mnli::34103e,mnli,0,86,14,0,100,86,14,72,0
train,mnli::34176n,mnli,1,44,54,2,100,54,44,10,1
train,mnli::34179n,mnli,2,26,16,58,100,58,26,32,2
train,mnli::34185e,mnli,0,85,13,2,100,85,13,72,0
train,mnli::34185n,mnli,0,63,35,2,100,63,35,28,0
train,mnli::34573e,mnli,0,52,6,42,100,52,42,10,0
train,mnli::3476n,mnli,1,31,60,9,100,60,31,29,1
train,mnli::34872n,mnli,1,42,54,4,100,54,42,12,1
train,mnli::34920c,mnli,2,8,22,70,100,70,22,48,2
train,mnli::35107n,mnli,0,50,29,21,100,50,29,21,0
train,mnli::35138c,mnli,2,5,24,71,100,71,24,47,2
train,mnli::35238n,mnli,0,66,34,0,100,66,34,32,0
train,mnli::35290n,mnli,0,68,31,1,100,68,31,37,0
train,mnli::35422c,mnli,1,7,68,25,100,68,25,43,1
train,mnli::3545n,mnli,1,15,77,8,100,77,15,62,1
train,mnli::35622e,mnli,0,84,16,0,100,84,16,68,0
train,mnli::35670n,mnli,1,14,65,21,100,65,21,44,1
train,mnli::35809n,mnli,1,48,49,3,100,49,48,1,1
train,mnli::36435c,mnli,2,1,9,90,100,90,9,81,2
train,mnli::36469e,mnli,0,66,14,20,100,66,20,46,0
train,mnli::36480n,mnli,0,53,45,2,100,53,45,8,0
train,mnli::36514n,mnli,1,7,51,42,100,51,42,9,1
train,mnli::36655n,mnli,0,65,33,2,100,65,33,32,0
train,mnli::36715e,mnli,0,76,22,2,100,76,22,54,0
train,mnli::36783e,mnli,0,55,43,2,100,55,43,12,0
train,mnli::36859n,mnli,1,22,63,15,100,63,22,41,1
train,mnli::36924e,mnli,0,88,11,1,100,88,11,77,0
train,mnli::36924n,mnli,1,1,57,42,100,57,42,15,1
train,mnli::3693n,mnli,0,41,39,20,100,41,39,2,0
train,mnli::3707c,mnli,2,21,12,67,100,67,21,46,2
train,mnli::3707n,mnli,0,61,27,12,100,61,27,34,0
train,mnli::37131c,mnli,2,5,29,66,100,66,29,37,2
train,mnli::37287n,mnli,0,85,6,9,100,85,9,76,0
train,mnli::37633n,mnli,1,1,84,15,100,84,15,69,1
train,mnli::37660c,mnli,2,4,37,59,100,59,37,22,2
train,mnli::37660n,mnli,0,78,20,2,100,78,20,58,0
train,mnli::3799n,mnli,1,36,40,24,100,40,36,4,1
train,mnli::38156n,mnli,1,14,79,7,100,79,14,65,1
train,mnli::38204n,mnli,0,54,45,1,100,54,45,9,0
train,mnli::38336c,mnli,1,0,68,32,100,68,32,36,1
train,mnli::3839c,mnli,2,4,40,56,100,56,40,16,2
train,mnli::38421n,mnli,1,8,90,2,100,90,8,82,1
train,mnli::38475c,mnli,1,2,65,33,100,65,33,32,1
train,mnli::38477c,mnli,2,1,37,62,100,62,37,25,2
train,mnli::38477e,mnli,0,74,18,8,100,74,18,56,0
train,mnli::3852c,mnli,1,7,76,17,100,76,17,59,1
train,mnli::38784n,mnli,2,4,33,63,100,63,33,30,2
train,mnli::38925n,mnli,1,46,47,7,100,47,46,1,1
train,mnli::39277n,mnli,0,52,45,3,100,52,45,7,0
train,mnli::39678e,mnli,0,54,12,34,100,54,34,20,0
train,mnli::39957n,mnli,1,1,88,11,100,88,11,77,1
train,mnli::39960n,mnli,0,67,24,9,100,67,24,43,0
train,mnli::39995n,mnli,1,37,52,11,100,52,37,15,1
train,mnli::40099c,mnli,1,5,64,31,100,64,31,33,1
train,mnli::40100e,mnli,0,95,3,2,100,95,3,92,0
train,mnli::4026n,mnli,0,83,16,1,100,83,16,67,0
train,mnli::40271e,mnli,0,84,16,0,100,84,16,68,0
train,mnli::4035c,mnli,2,7,44,49,100,49,44,5,2
train,mnli::40486n,mnli,0,52,47,1,100,52,47,5,0
train,mnli::40647c,mnli,2,14,23,63,100,63,23,40,2
train,mnli::40710c,mnli,1,1,53,46,100,53,46,7,1
train,mnli::40710n,mnli,0,76,24,0,100,76,24,52,0
train,mnli::40738n,mnli,1,23,72,5,100,72,23,49,1
train,mnli::4082e,mnli,0,67,32,1,100,67,32,35,0
train,mnli::40867c,mnli,0,58,33,9,100,58,33,25,0
train,mnli::40867e,mnli,0,64,34,2,100,64,34,30,0
train,mnli::41052n,mnli,0,68,31,1,100,68,31,37,0
train,mnli::41494n,mnli,0,91,9,0,100,91,9,82,0
train,mnli::41636e,mnli,0,57,42,1,100,57,42,15,0
train,mnli::41975e,mnli,0,93,6,1,100,93,6,87,0
train,mnli::42193c,mnli,2,0,12,88,100,88,12,76,2
train,mnli::42301c,mnli,2,1,29,70,100,70,29,41,2
train,mnli::42388e,mnli,0,81,19,0,100,81,19,62,0
train,mnli::42563c,mnli,2,7,33,60,100,60,33,27,2
train,mnli::42563e,mnli,0,85,13,2,100,85,13,72,0
train,mnli::42615n,mnli,1,38,42,20,100,42,38,4,1
train,mnli::42621c,mnli,0,50,16,34,100,50,34,16,0
train,mnli::42745e,mnli,0,64,31,5,100,64,31,33,0
train,mnli::42860n,mnli,0,75,17,8,100,75,17,58,0
train,mnli::42983c,mnli,2,0,37,63,100,63,37,26,2
train,mnli::42983e,mnli,0,72,28,0,100,72,28,44,0
train,mnli::43094c,mnli,1,1,50,49,100,50,49,1,1
train,mnli::4312n,mnli,1,2,87,11,100,87,11,76,1
train,mnli::43168c,mnli,2,5,29,66,100,66,29,37,2
train,mnli::43178e,mnli,0,47,25,28,100,47,28,19,0
train,mnli::43245n,mnli,1,13,73,14,100,73,14,59,1
train,mnli::43267c,mnli,2,13,40,47,100,47,40,7,2
train,mnli::43365c,mnli,2,4,25,71,100,71,25,46,2
train,mnli::43440n,mnli,1,15,64,21,100,64,21,43,1
train,mnli::43764n,mnli,1,1,64,35,100,64,35,29,1
train,mnli::43891n,mnli,2,0,50,50,100,50,50,0,2
train,mnli::43897c,mnli,2,1,37,62,100,62,37,25,2
train,mnli::43897e,mnli,0,61,36,3,100,61,36,25,0
train,mnli::44138c,mnli,2,0,50,50,100,50,50,0,2
train,mnli::44138e,mnli,0,50,45,5,100,50,45,5,0
train,mnli::44493n,mnli,1,17,59,24,100,59,24,35,1
train,mnli::44550n,mnli,1,21,66,13,100,66,21,45,1
train,mnli::44648c,mnli,1,44,46,10,100,46,44,2,1
train,mnli::44648e,mnli,0,63,33,4,100,63,33,30,0
train,mnli::44747n,mnli,1,3,69,28,100,69,28,41,1
train,mnli::44834e,mnli,0,45,17,38,100,45,38,7,0
train,mnli::44834n,mnli,0,40,22,38,100,40,38,2,0
train,mnli::44861e,mnli,0,61,35,4,100,61,35,26,0
train,mnli::44861n,mnli,0,81,18,1,100,81,18,63,0
train,mnli::44957n,mnli,0,74,23,3,100,74,23,51,0
train,mnli::45089c,mnli,2,0,46,54,100,54,46,8,2
train,mnli::45108n,mnli,0,54,46,0,100,54,46,8,0
train,mnli::45298e,mnli,1,25,72,3,100,72,25,47,1
train,mnli::45306n,mnli,1,2,68,30,100,68,30,38,1
train,mnli::45442c,mnli,2,14,6,80,100,80,14,66,2
train,mnli::45605e,mnli,1,40,58,2,100,58,40,18,1
train,mnli::45605n,mnli,0,50,48,2,100,50,48,2,0
train,mnli::45749n,mnli,1,10,64,26,100,64,26,38,1
train,mnli::45769c,mnli,1,25,55,20,100,55,25,30,1
train,mnli::45774c,mnli,1,6,63,31,100,63,31,32,1
train,mnli::4591c,mnli,2,14,36,50,100,50,36,14,2
train,mnli::4592e,mnli,0,67,14,19,100,67,19,48,0
train,mnli::45957e,mnli,0,43,32,25,100,43,32,11,0
train,mnli::46003n,mnli,0,69,30,1,100,69,30,39,0
train,mnli::46059c,mnli,2,27,12,61,100,61,27,34,2
train,mnli::46059n,mnli,1,6,53,41,100,53,41,12,1
train,mnli::46063n,mnli,0,86,13,1,100,86,13,73,0
train,mnli::46198c,mnli,2,3,45,52,100,52,45,7,2
train,mnli::46198n,mnli,1,2,74,24,100,74,24,50,1
train,mnli::46257n,mnli,0,82,18,0,100,82,18,64,0
train,mnli::46300n,mnli,1,35,65,0,100,65,35,30,1
train,mnli::46359n,mnli,0,76,20,4,100,76,20,56,0
train,mnli::46382n,mnli,0,52,45,3,100,52,45,7,0
train,mnli::46576e,mnli,0,68,25,7,100,68,25,43,0
train,mnli::46650n,mnli,1,34,56,10,100,56,34,22,1
train,mnli::46975e,mnli,0,60,35,5,100,60,35,25,0
train,mnli::47011e,mnli,0,82,17,1,100,82,17,65,0
train,mnli::47090c,mnli,1,24,39,37,100,39,37,2,1
train,mnli::47260n,mnli,1,3,86,11,100,86,11,75,1
train,mnli::47404e,mnli,1,21,68,11,100,68,21,47,1
train,mnli::47408n,mnli,1,47,49,4,100,49,47,2,1
train,mnli::47639c,mnli,2,2,46,52,100,52,46,6,2
train,mnli::47714e,mnli,0,92,8,0,100,92,8,84,0
train,mnli::47798n,mnli,1,0,72,28,100,72,28,44,1
train,mnli::47877c,mnli,1,21,57,22,100,57,22,35,1
train,mnli::4795n,mnli,0,77,20,3,100,77,20,57,0
train,mnli::4796c,mnli,2,3,40,57,100,57,40,17,2
train,mnli::48222n,mnli,0,72,25,3,100,72,25,47,0
train,mnli::48223n,mnli,0,83,13,4,100,83,13,70,0
train,mnli::48300c,mnli,0,41,22,37,100,41,37,4,0
train,mnli::48376n,mnli,0,63,36,1,100,63,36,27,0
train,mnli::48454c,mnli,1,40,43,17,100,43,40,3,1
train,mnli::48557c,mnli,2,1,8,91,100,91,8,83,2
train,mnli::48908e,mnli,0,69,20,11,100,69,20,49,0
train,mnli::48970n,mnli,0,67,24,9,100,67,24,43,0
train,mnli::49172n,mnli,0,86,13,1,100,86,13,73,0
train,mnli::49227n,mnli,1,40,57,3,100,57,40,17,1
train,mnli::49396e,mnli,0,72,24,4,100,72,24,48,0
train,mnli::49611e,mnli,1,45,52,3,100,52,45,7,1
train,mnli::49703n,mnli,1,12,63,25,100,63,25,38,1
train,mnli::49748n,mnli,0,78,18,4,100,78,18,60,0
train,mnli::49807n,mnli,1,28,67,5,100,67,28,39,1
train,mnli::49894n,mnli,1,41,54,5,100,54,41,13,1
train,mnli::49970c,mnli,1,12,44,44,100,44,44,0,1
train,mnli::50293n,mnli,1,32,53,15,100,53,32,21,1
train,mnli::50314c,mnli,2,9,18,73,100,73,18,55,2
train,mnli::50415n,mnli,1,8,65,27,100,65,27,38,1
train,mnli::50480n,mnli,0,67,29,4,100,67,29,38,0
train,mnli::50484c,mnli,2,8,28,64,100,64,28,36,2
train,mnli::50531e,mnli,1,43,54,3,100,54,43,11,1
train,mnli::5087e,mnli,0,75,23,2,100,75,23,52,0
train,mnli::50945e,mnli,0,51,44,5,100,51,44,7,0
train,mnli::51299n,mnli,0,73,26,1,100,73,26,47,0
train,mnli::51347c,mnli,1,12,76,12,100,76,12,64,1
train,mnli::51353c,mnli,2,15,29,56,100,56,29,27,2
train,mnli::51353e,mnli,0,79,16,5,100,79,16,63,0
train,mnli::51356c,mnli,1,19,49,32,100,49,32,17,1
train,mnli::51356n,mnli,1,1,79,20,100,79,20,59,1
train,mnli::51410c,mnli,1,4,49,47,100,49,47,2,1
train,mnli::5193n,mnli,0,99,1,0,100,99,1,98,0
train,mnli::52171c,mnli,0,84,8,8,100,84,8,76,0
train,mnli::52278e,mnli,0,88,11,1,100,88,11,77,0
train,mnli::522n,mnli,0,51,48,1,100,51,48,3,0
train,mnli::52542n,mnli,1,16,83,1,100,83,16,67,1
train,mnli::5266n,mnli,0,61,25,14,100,61,25,36,0
train,mnli::52720c,mnli,1,6,65,29,100,65,29,36,1
train,mnli::52761e,mnli,0,65,34,1,100,65,34,31,0
train,mnli::52784n,mnli,1,11,83,6,100,83,11,72,1
train,mnli::52806e,mnli,0,74,24,2,100,74,24,50,0
train,mnli::52806n,mnli,0,76,18,6,100,76,18,58,0
train,mnli::52854n,mnli,0,53,47,0,100,53,47,6,0
train,mnli::53027n,mnli,1,22,45,33,100,45,33,12,1
train,mnli::53059e,mnli,0,95,5,0,100,95,5,90,0
train,mnli::53171n,mnli,0,53,42,5,100,53,42,11,0
train,mnli::53211n,mnli,1,28,59,13,100,59,28,31,1
train,mnli::53283n,mnli,0,59,12,29,100,59,29,30,0
train,mnli::5329c,mnli,2,15,5,80,100,80,15,65,2
train,mnli::53438c,mnli,1,24,49,27,100,49,27,22,1
train,mnli::53468n,mnli,1,36,56,8,100,56,36,20,1
train,mnli::53499n,mnli,0,66,32,2,100,66,32,34,0
train,mnli::53619c,mnli,2,7,29,64,100,64,29,35,2
train,mnli::53628c,mnli,2,16,37,47,100,47,37,10,2
train,mnli::53866e,mnli,0,74,22,4,100,74,22,52,0
train,mnli::53923c,mnli,1,1,85,14,100,85,14,71,1
train,mnli::53953n,mnli,0,90,9,1,100,90,9,81,0
train,mnli::54043c,mnli,2,40,10,50,100,50,40,10,2
train,mnli::54327n,mnli,1,1,57,42,100,57,42,15,1
train,mnli::54383c,mnli,2,3,47,50,100,50,47,3,2
train,mnli::54454c,mnli,1,2,49,49,100,49,49,0,1
train,mnli::54458n,mnli,0,81,19,0,100,81,19,62,0
train,mnli::54489e,mnli,0,62,25,13,100,62,25,37,0
train,mnli::54811c,mnli,1,17,61,22,100,61,22,39,1
train,mnli::54811n,mnli,0,65,29,6,100,65,29,36,0
train,mnli::54822c,mnli,1,2,54,44,100,54,44,10,1
train,mnli::54822n,mnli,1,7,78,15,100,78,15,63,1
train,mnli::54892n,mnli,0,88,10,2,100,88,10,78,0
train,mnli::54904e,mnli,1,32,62,6,100,62,32,30,1
train,mnli::5507c,mnli,2,25,13,62,100,62,25,37,2
train,mnli::5507n,mnli,1,31,56,13,100,56,31,25,1
train,mnli::55110c,mnli,2,4,40,56,100,56,40,16,2
train,mnli::55161n,mnli,1,28,68,4,100,68,28,40,1
train,mnli::55241e,mnli,1,29,51,20,100,51,29,22,1
train,mnli::55262c,mnli,0,72,4,24,100,72,24,48,0
train,mnli::55339c,mnli,1,40,43,17,100,43,40,3,1
train,mnli::55561n,mnli,0,61,23,16,100,61,23,38,0
train,mnli::55808n,mnli,0,68,26,6,100,68,26,42,0
train,mnli::55864e,mnli,1,34,52,14,100,52,34,18,1
train,mnli::55888c,mnli,1,7,52,41,100,52,41,11,1
train,mnli::56075n,mnli,0,49,48,3,100,49,48,1,0
train,mnli::56138c,mnli,1,16,59,25,100,59,25,34,1
train,mnli::56163c,mnli,2,2,38,60,100,60,38,22,2
