split,sample_id,subset,y,n_raters,support,top_votes,second_votes,top_margin,margin_rate,peak,entropy,Hnorm,unique_top,in_S_amb,in_S_easy
train,mnli::17473n,mnli,0,100,3,51,45,6,0.06,0.51,0.8314892184572458,0.7568541031570768,1,1,0
train,mnli::17576n,mnli,1,100,3,64,27,37,0.37,0.64,0.8558588468564728,0.7790362948643726,1,0,0
train,mnli::17660e,mnli,0,100,3,62,36,26,0.26,0.62,0.7424171058047361,0.6757771722222379,1,0,0
train,mnli::1773n,mnli,1,100,3,58,41,17,0.17,0.58,0.727548692522402,0.6622433592149578,1,0,0
train,mnli::17753n,mnli,0,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
train,mnli::17769n,mnli,0,100,3,66,27,39,0.39,0.66,0.8139083919956098,0.7408513452751766,1,0,0
train,mnli::17950c,mnli,2,100,3,69,30,39,0.39,0.69,0.6632774833173358,0.6037411834537667,1,0,0
train,mnli::17950e,mnli,0,100,3,65,27,38,0.38,0.65,0.8355871834003716,0.7605842315976515,1,0,0
train,mnli::18027n,mnli,0,100,3,58,30,28,0.28,0.58,0.9315652273979615,0.8479472121391743,1,1,0
train,mnli::18142n,mnli,1,100,3,46,40,6,0.06,0.46,0.998975335811397,0.909306537088251,1,1,0
train,mnli::18189c,mnli,2,100,3,34,34,0,0.0,0.34,1.098209540353189,0.9996334026853013,0,0,0
train,mnli::18189e,mnli,1,100,3,56,38,18,0.18,0.56,0.861184930326698,0.7838843049632603,1,1,0
train,mnli::18264e,mnli,0,100,3,87,7,80,0.8,0.87,0.4761108441710483,0.43337476658690566,1,0,1
train,mnli::18264n,mnli,0,100,3,79,12,67,0.67,0.79,0.6573673726043245,0.5983615688490763,1,0,0
train,mnli::18428n,mnli,0,100,3,81,17,64,0.64,0.81,0.5501571586026602,0.5007746265697037,1,0,1
train,mnli::18635n,mnli,1,100,3,44,32,12,0.12,0.44,1.068358338884637,0.9724616681466846,1,1,0
train,mnli::18874n,mnli,1,100,3,65,32,33,0.33,0.65,0.7498246029999716,0.6825197667404694,1,0,0
train,mnli::18991n,mnli,1,100,3,57,35,22,0.22,0.57,0.8899038184667163,0.8100253634934133,1,1,0
train,mnli::19208c,mnli,2,100,3,52,47,5,0.05,0.52,0.7409540795220215,0.674445468310125,1,0,0
train,mnli::1925n,mnli,0,100,2,75,25,50,0.5,0.75,0.5623351446188083,0.5118595071429147,1,0,0
train,mnli::19266e,mnli,0,100,3,61,38,23,0.23,0.61,0.7152543881463449,0.6510526011077807,1,0,0
train,mnli::1933n,mnli,1,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,mnli::19578n,mnli,1,100,3,70,24,46,0.46,0.7,0.7609850291163499,0.6926784243774676,1,0,0
train,mnli::19668c,mnli,2,100,3,51,38,13,0.13,0.51,0.9538878925948379,0.8682661776442289,1,1,0
train,mnli::19768c,mnli,2,100,3,61,37,24,0.24,0.61,0.7476345575528096,0.6805263014663672,1,0,0
train,mnli::19768e,mnli,1,100,3,63,29,34,0.34,0.63,0.8521241943309614,0.7756368676378311,1,0,0
train,mnli::19803e,mnli,0,100,3,90,8,82,0.82,0.9,0.3751232157452671,0.3414518657897441,1,0,1
train,mnli::19921c,mnli,1,100,2,77,23,54,0.54,0.77,0.5392763414970504,0.4908704800224254,1,0,0
train,mnli::19921n,mnli,0,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
train,mnli::19c,mnli,1,100,3,59,33,26,0.26,0.59,0.8792202754653916,0.8003007835742529,1,1,0
train,mnli::20087e,mnli,0,100,3,58,36,22,0.22,0.58,0.8525408538732854,0.7760161274974028,1,1,0
train,mnli::20181n,mnli,1,100,3,70,27,43,0.43,0.7,0.7083891940723279,0.6448036321632044,1,0,0
train,mnli::20274n,mnli,1,100,3,75,14,61,0.61,0.75,0.7338175946819017,0.6679495598684202,1,0,0
train,mnli::2043e,mnli,0,100,3,80,13,67,0.67,0.8,0.6298917513451143,0.573352180603001,1,0,0
train,mnli::2043n,mnli,1,100,3,50,43,7,0.07,0.5,0.8956289230919146,0.8152365782998114,1,1,0
train,mnli::20648n,mnli,0,100,3,48,45,3,0.03,0.48,0.8977818699217879,0.817196274957204,1,1,0
train,mnli::21147e,mnli,0,100,3,69,28,41,0.41,0.69,0.7176610663068821,0.6532432539753678,1,0,0
train,mnli::21152n,mnli,1,100,3,78,15,63,0.63,0.78,0.6645160605710063,0.6048685850552654,1,0,0
train,mnli::21212e,mnli,0,100,3,51,40,11,0.11,0.51,0.926637119692851,0.8434614551929408,1,1,0
train,mnli::21229n,mnli,1,100,2,78,22,56,0.56,0.78,0.5269079614313803,0.47961229531682303,1,0,0
train,mnli::21287n,mnli,0,100,2,78,22,56,0.56,0.78,0.5269079614313803,0.47961229531682303,1,0,0
train,mnli::2133n,mnli,2,100,3,76,14,62,0.62,0.76,0.7140863119249391,0.6499893723113671,1,0,0
train,mnli::21340n,mnli,1,100,3,84,11,73,0.73,0.84,0.5390436993301821,0.49065871999637445,1,0,1
train,mnli::21420c,mnli,2,100,2,57,43,14,0.14,0.57,0.683314913574166,0.621980038474333,1,0,0
train,mnli::21420e,mnli,0,100,3,74,24,50,0.5,0.74,0.6435661541222999,0.5857991584114902,1,0,0
train,mnli::21555n,mnli,0,100,3,62,35,27,0.27,0.62,0.7690166770787965,0.699989145407344,1,0,0
train,mnli::21702e,mnli,1,100,3,50,34,16,0.16,0.5,1.0065819093461585,0.9162303386998126,1,1,0
train,mnli::21810n,mnli,0,100,3,46,43,3,0.03,0.46,0.9629106138470551,0.8764790124589167,1,1,0
train,mnli::21834e,mnli,0,100,3,58,38,20,0.2,0.58,0.812378724730346,0.7394589821266465,1,1,0
train,mnli::21912e,mnli,0,100,3,73,21,52,0.52,0.73,0.7262795138741637,0.6610881030237341,1,0,0
train,mnli::21957n,mnli,1,100,3,70,24,46,0.46,0.7,0.7609850291163499,0.6926784243774676,1,0,0
train,mnli::2214n,mnli,1,100,3,72,25,47,0.47,0.72,0.6882932554194381,0.6265115205054576,1,0,0
train,mnli::22235c,mnli,2,100,3,44,35,9,0.09,0.44,1.0564052136208428,0.9615814646507949,1,1,0
train,mnli::22235n,mnli,1,100,3,67,28,39,0.39,0.67,0.7745369725253819,0.7050139348653955,1,0,0
train,mnli::22436n,mnli,1,100,3,45,43,2,0.02,0.45,0.9766672178686556,0.8890008130645499,1,1,0
train,mnli::22462n,mnli,1,100,3,51,45,6,0.06,0.51,0.8314892184572458,0.7568541031570768,1,1,0
train,mnli::22587e,mnli,0,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,mnli::2262n,mnli,0,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,mnli::22852n,mnli,1,100,3,66,33,33,0.33,0.66,0.686150560966712,0.6245611559639105,1,0,0
train,mnli::22938e,mnli,0,100,3,66,31,35,0.35,0.66,0.7425036542002118,0.6758559519668015,1,0,0
train,mnli::22996n,mnli,2,100,3,54,44,10,0.1,0.54,0.7722124183081494,0.7028980344324497,1,0,0
train,mnli::23114n,mnli,1,100,3,62,36,26,0.26,0.62,0.7424171058047361,0.6757771722222379,1,0,0
train,mnli::23280n,mnli,1,100,3,70,24,46,0.46,0.7,0.7609850291163499,0.6926784243774676,1,0,0
train,mnli::23414c,mnli,1,100,3,48,40,8,0.08,0.48,0.9732531211321691,0.8858931682915012,1,1,0
train,mnli::23583n,mnli,2,100,3,59,32,27,0.27,0.59,0.8926373932275447,0.8125135704696363,1,1,0
train,mnli::23725n,mnli,1,100,2,60,40,20,0.2,0.6,0.6730116670092565,0.6126016192893442,1,0,0
train,mnli::23751c,mnli,1,100,3,65,19,46,0.46,0.65,0.8887608589559386,0.8089849969122572,1,0,0
train,mnli::23769n,mnli,1,100,2,64,36,28,0.28,0.64,0.6534181947937018,0.5947668722929232,1,0,0
train,mnli::23774n,mnli,1,100,3,49,43,6,0.06,0.49,0.9145068668312656,0.8324200232094233,1,1,0
train,mnli::23780n,mnli,0,100,3,81,16,65,0.65,0.81,0.5690938064850076,0.5180115062930364,1,0,0
train,mnli::23901e,mnli,0,100,3,70,22,48,0.48,0.7,0.7848388534803238,0.7143911110186236,1,0,0
train,mnli::2394e,mnli,0,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
train,mnli::24043e,mnli,0,100,3,83,15,68,0.68,0.83,0.5174620077403846,0.47101421773437824,1,0,1
train,mnli::24043n,mnli,0,100,2,85,15,70,0.7,0.85,0.42270908780599087,0.384766393172661,1,0,1
train,mnli::24067e,mnli,0,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
train,mnli::24103e,mnli,0,100,3,53,42,11,0.11,0.53,0.8506223365047471,0.7742698177315943,1,1,0
train,mnli::24103n,mnli,1,100,3,64,18,46,0.46,0.64,0.902951179795282,0.8219015835786478,1,0,0
train,mnli::24126n,mnli,0,100,2,77,23,54,0.54,0.77,0.5392763414970504,0.4908704800224254,1,0,0
train,mnli::24163e,mnli,0,100,3,67,31,36,0.36,0.67,0.7096271539945498,0.6459304718454026,1,0,0
train,mnli::24385c,mnli,1,100,3,80,15,65,0.65,0.8,0.6128694524619496,0.5578578164321782,1,0,0
train,mnli::24385e,mnli,1,100,3,67,28,39,0.39,0.67,0.7745369725253819,0.7050139348653955,1,0,0
train,mnli::24755e,mnli,0,100,3,76,22,54,0.54,0.76,0.6199205640204514,0.5642760147640484,1,0,0
train,mnli::24789e,mnli,0,100,3,76,21,55,0.55,0.76,0.6415047667885176,0.58392280279901,1,0,0
train,mnli::24929e,mnli,0,100,3,82,12,70,0.7,0.82,0.5859660371031605,0.5333692724423735,1,0,0
train,mnli::2508n,mnli,1,100,3,80,16,64,0.64,0.8,0.6004829082458254,0.5465830980043143,1,0,0
train,mnli::25109e,mnli,0,100,3,85,13,72,0.72,0.85,0.4816102578901237,0.43838054867745785,1,0,1
train,mnli::2529c,mnli,2,100,3,81,17,64,0.64,0.81,0.5501571586026602,0.5007746265697037,1,0,1
train,mnli::25304n,mnli,2,100,3,57,23,34,0.34,0.57,0.9803208389478952,0.8923264822901045,1,1,0
train,mnli::25670n,mnli,1,100,3,58,41,17,0.17,0.58,0.7275486925224021,0.6622433592149579,1,0,0
train,mnli::25728e,mnli,0,100,3,89,9,80,0.8,0.89,0.39867066135502827,0.3628856744706107,1,0,1
train,mnli::25821e,mnli,0,100,3,80,14,66,0.66,0.8,0.6225752839491666,0.5666924449788731,1,0,0
train,mnli::26142n,mnli,0,100,3,88,9,79,0.79,0.88,0.43440520862696663,0.39541266114328005,1,0,1
train,mnli::26143n,mnli,2,100,3,39,37,2,0.02,0.39,1.0776085970356593,0.9808816159721696,1,1,0
train,mnli::26196n,mnli,0,100,3,50,41,9,0.09,0.5,0.9288439239649925,0.8454701750069317,1,1,0
train,mnli::26443c,mnli,1,100,3,44,37,7,0.07,0.44,1.0446437133440698,0.9508756857348937,1,1,0
train,mnli::26460n,mnli,0,100,3,66,31,35,0.35,0.66,0.7425036542002118,0.6758559519668015,1,0,0
train,mnli::26495e,mnli,0,100,3,71,15,56,0.56,0.71,0.8029919169772898,0.7309147414970099,1,0,0
train,mnli::26744n,mnli,1,100,3,62,29,33,0.33,0.62,0.8720808646037974,0.7938022117530242,1,0,0
train,mnli::26822n,mnli,0,100,3,89,10,79,0.79,0.89,0.3800253076270823,0.34591394211310134,1,0,1
train,mnli::26990n,mnli,0,100,3,56,43,13,0.13,0.56,0.733657189428176,0.667803552714322,1,0,0
train,mnli::27036c,mnli,1,100,3,47,34,13,0.13,0.47,1.0371948287732453,0.9440954188039138,1,1,0
train,mnli::27076c,mnli,2,100,3,45,34,11,0.11,0.45,1.0538597753000338,0.9592645068422353,1,1,0
train,mnli::27287c,mnli,2,100,3,58,41,17,0.17,0.58,0.727548692522402,0.6622433592149578,1,0,0
train,mnli::27330n,mnli,1,100,3,54,35,19,0.19,0.54,0.9429784993142678,0.8583360199415547,1,1,0
train,mnli::27335e,mnli,0,100,3,84,15,69,0.69,0.84,0.4770765447943764,0.4342537851754369,1,0,1
train,mnli::27417n,mnli,2,100,3,63,30,33,0.33,0.63,0.8384223834289073,0.7631649418789582,1,0,0
train,mnli::27559n,mnli,1,100,3,64,35,29,0.29,0.64,0.6991131911166066,0.6363602504066004,1,0,0
train,mnli::27907e,mnli,1,100,3,46,40,6,0.06,0.46,0.998975335811397,0.909306537088251,1,1,0
train,mnli::27907n,mnli,0,100,3,56,40,16,0.16,0.56,0.8199696830860377,0.7463685701896878,1,1,0
train,mnli::27956e,mnli,0,100,3,52,45,7,0.07,0.52,0.804566963269062,0.732348410415534,1,1,0
train,mnli::28078c,mnli,1,100,3,66,33,33,0.33,0.66,0.686150560966712,0.6245611559639105,1,0,0
train,mnli::28097c,mnli,1,100,3,53,43,10,0.1,0.53,0.8281476476124393,0.7538124742955814,1,1,0
train,mnli::28285c,mnli,2,100,2,58,42,16,0.16,0.58,0.6802920001921535,0.6192284641353301,1,0,0
train,mnli::28306c,mnli,2,100,3,69,17,52,0.52,0.69,0.8325224031802896,0.7577945484203429,1,0,0
train,mnli::28306n,mnli,2,100,3,46,32,14,0.14,0.46,1.0549303149683658,0.9602389540420112,1,1,0
train,mnli::28387c,mnli,1,100,3,44,29,15,0.15,0.44,1.0737350025468102,0.9773557183203737,1,1,0
train,mnli::28456n,mnli,1,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
train,mnli::28459c,mnli,2,100,2,57,43,14,0.14,0.57,0.683314913574166,0.621980038474333,1,0,0
train,mnli::28507n,mnli,0,100,3,76,14,62,0.62,0.76,0.714086311924939,0.649989372311367,1,0,0
train,mnli::28601n,mnli,0,100,3,78,21,57,0.57,0.78,0.567587589248291,0.5166404882803554,1,0,0
train,mnli::28666n,mnli,1,100,3,55,25,30,0.3,0.55,0.9972715231823841,0.9077556599985014,1,1,0
train,mnli::2870n,mnli,0,100,2,74,26,48,0.48,0.74,0.5730569171314204,0.5216188850628637,1,0,0
train,mnli::28718n,mnli,1,100,3,62,33,29,0.29,0.62,0.8120274763544911,0.7391392620766545,1,0,0
train,mnli::28827c,mnli,1,100,3,49,46,3,0.03,0.49,0.8565313019071956,0.7796483898296839,1,1,0
train,mnli::28827n,mnli,1,100,3,80,13,67,0.67,0.8,0.6298917513451143,0.573352180603001,1,0,0
train,mnli::28987n,mnli,1,100,3,63,36,27,0.27,0.63,0.7049284905172262,0.6416535640356238,1,0,0
train,mnli::29045n,mnli,1,100,3,52,45,7,0.07,0.52,0.804566963269062,0.732348410415534,1,1,0
train,mnli::29068n,mnli,1,100,3,69,28,41,0.41,0.69,0.7176610663068821,0.6532432539753678,1,0,0
train,mnli::2942n,mnli,1,100,3,61,31,30,0.3,0.61,0.8666457721175893,0.7888549773717328,1,0,0
train,mnli::29487e,mnli,1,100,3,49,33,16,0.16,0.49,1.024063828208636,0.9321430670051473,1,1,0
train,mnli::29632n,mnli,0,100,3,65,33,32,0.32,0.65,0.7241080216607898,0.6591115256308064,1,0,0
train,mnli::29843e,mnli,0,100,3,63,31,32,0.32,0.63,0.822953706817347,0.749084745643111,1,0,0
train,mnli::29929n,mnli,1,100,2,51,49,2,0.02,0.51,0.6929471672244782,0.6307476935876668,1,0,0
train,mnli::29936n,mnli,1,100,3,48,26,22,0.22,0.48,1.052783500981133,0.9582848397385608,1,1,0
train,mnli::30139n,mnli,0,100,3,62,35,27,0.27,0.62,0.7690166770787965,0.699989145407344,1,0,0
train,mnli::30171n,mnli,0,100,3,56,38,18,0.18,0.56,0.861184930326698,0.7838843049632603,1,1,0
train,mnli::30221c,mnli,2,100,3,88,10,78,0.78,0.88,0.4209923363366662,0.38320373864291246,1,0,1
train,mnli::30282n,mnli,0,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
train,mnli::3034n,mnli,0,100,3,80,18,62,0.62,0.8,0.5654190182164774,0.5146665698614721,1,0,0
train,mnli::30380c,mnli,2,100,3,66,28,38,0.38,0.66,0.79947522524791,0.7277137107369742,1,0,0
train,mnli::30450c,mnli,1,100,3,59,39,20,0.2,0.59,0.756771108481956,0.68884274851815,1,0,0
train,mnli::304n,mnli,0,100,3,80,19,61,0.61,0.8,0.5401054722073624,0.49162518731895233,1,0,1
train,mnli::30592n,mnli,0,100,3,82,17,65,0.65,0.82,0.5100141347418471,0.4642348715761745,1,0,1
train,mnli::30894c,mnli,1,100,3,67,29,38,0.38,0.67,0.756058565855271,0.6881941642686976,1,0,0
train,mnli::30894n,mnli,1,100,3,54,44,10,0.1,0.54,0.7722124183081494,0.7028980344324497,1,0,0
train,mnli::3103n,mnli,1,100,3,60,39,21,0.21,0.6,0.7197744066642688,0.6551668992678747,1,0,0
train,mnli::31054n,mnli,0,100,2,92,8,84,0.84,0.92,0.2787693717685874,0.2537468173658883,1,0,1
train,mnli::31113e,mnli,1,100,3,55,28,27,0.27,0.55,0.9864734027716185,0.8979267872267827,1,1,0
train,mnli::31312e,mnli,0,100,3,94,4,90,0.9,0.94,0.2651583725982932,0.2413575520075012,1,0,1
train,mnli::31775c,mnli,2,100,2,74,26,48,0.48,0.74,0.5730569171314204,0.5216188850628637,1,0,0
train,mnli::32005e,mnli,0,100,3,58,31,27,0.27,0.58,0.9218087264729522,0.8390664622826098,1,1,0
train,mnli::32196n,mnli,1,100,3,48,40,8,0.08,0.48,0.9732531211321691,0.8858931682915012,1,1,0
train,mnli::32197c,mnli,1,100,3,67,29,38,0.38,0.67,0.756058565855271,0.6881941642686976,1,0,0
train,mnli::32197e,mnli,1,100,3,57,40,17,0.17,0.57,0.79212081301678,0.7210194362354154,1,1,0
train,mnli::32197n,mnli,1,100,3,62,32,30,0.3,0.62,0.8298058102105388,0.755321798936497,1,0,0
train,mnli::32754e,mnli,0,100,3,80,18,62,0.62,0.8,0.5654190182164774,0.5146665698614721,1,0,0
train,mnli::32754n,mnli,0,100,3,64,25,39,0.39,0.64,0.8749975764130304,0.7964571172545538,1,0,0
train,mnli::32814n,mnli,1,100,3,44,40,4,0.04,0.44,1.020960769860117,0.9293185415738134,1,1,0
train,mnli::32851c,mnli,2,100,3,54,26,28,0.28,0.54,1.0048672462469996,0.9146695850865086,1,1,0
train,mnli::32889n,mnli,1,100,3,62,28,34,0.34,0.62,0.8830710951116729,0.8038059506709635,1,0,0
train,mnli::33063n,mnli,1,100,3,76,21,55,0.55,0.76,0.6415047667885176,0.58392280279901,1,0,0
train,mnli::33291n,mnli,1,100,3,71,25,46,0.46,0.71,0.7184967426269115,0.6540039193426217,1,0,0
train,mnli::33340c,mnli,0,100,3,51,46,5,0.05,0.51,0.8058057022536582,0.7334759592308654,1,1,0
train,mnli::33340e,mnli,0,100,3,64,19,45,0.45,0.64,0.9023953381067209,0.821395634669925,1,0,0
train,mnli::33764n,mnli,0,100,3,67,31,36,0.36,0.67,0.7096271539945498,0.6459304718454026,1,0,0
train,mnli::33822e,mnli,0,100,3,68,27,41,0.41,0.68,0.7655570970254649,0.6968400999351458,1,0,0
train,mnli::33822n,mnli,1,100,3,80,13,67,0.67,0.8,0.6298917513451143,0.573352180603001,1,0,0
train,mnli::34043c,mnli,1,100,2,62,38,24,0.24,0.62,0.6640641265641081,0.60445721699434,1,0,0
train,mnli::34094e,mnli,0,100,3,88,11,77,0.77,0.88,0.4013453092394489,0.36532024389242485,1,0,1
train,mnli::34103e,mnli,0,100,2,86,14,72,0.72,0.86,0.40496348506393853,0.3686136494567082,1,0,1
train,mnli::34176n,mnli,1,100,3,54,44,10,0.1,0.54,0.7722124183081494,0.7028980344324497,1,0,0
train,mnli::34179n,mnli,2,100,3,58,26,32,0.32,0.58,0.9593939444272179,0.8732780020059018,1,1,0
train,mnli::34185e,mnli,0,100,3,85,13,72,0.72,0.85,0.4816102578901237,0.43838054867745785,1,0,1
train,mnli::34185n,mnli,0,100,3,63,35,28,0.28,0.63,0.7367605432289321,0.6706283470778718,1,0,0
train,mnli::34573e,mnli,0,100,3,52,42,10,0.1,0.52,0.8731966444930511,0.7948178383765042,1,1,0
train,mnli::3476n,mnli,1,100,3,60,31,29,0.29,0.6,0.8862772033041759,0.8067242761125893,1,1,0
train,mnli::34872n,mnli,1,100,3,54,42,12,0.12,0.54,0.8258457867195729,0.751717230216656,1,1,0
train,mnli::34920c,mnli,2,100,3,70,22,48,0.48,0.7,0.7848388534803238,0.7143911110186236,1,0,0
train,mnli::35107n,mnli,0,100,3,50,29,21,0.21,0.5,1.0332931806560222,0.9405439856391226,1,1,0
train,mnli::35138c,mnli,2,100,3,71,24,47,0.47,0.71,0.7354626583835455,0.6694469613799563,1,0,0
train,mnli::35238n,mnli,0,100,2,66,34,32,0.32,0.66,0.6410354778811556,0.5834956376269081,1,0,0
train,mnli::35290n,mnli,0,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
train,mnli::35422c,mnli,1,100,3,68,25,43,0.43,0.68,0.7949722798174167,0.7236149531707791,1,0,0
train,mnli::3545n,mnli,1,100,3,77,15,62,0.62,0.77,0.6878771576610364,0.6261327720036488,1,0,0
train,mnli::35622e,mnli,0,100,2,84,16,68,0.68,0.84,0.439669879401343,0.40020477099739327,1,0,1
train,mnli::35670n,mnli,1,100,3,65,21,44,0.44,0.65,0.8830007224878723,0.8037418947482995,1,0,0
train,mnli::35809n,mnli,1,100,3,49,48,1,0.01,0.49,0.8070433860180533,0.734602547543377,1,1,0
train,mnli::36435c,mnli,2,100,3,90,9,81,0.81,0.9,0.35759127073059305,0.32549360171832303,1,0,1
train,mnli::36469e,mnli,0,100,3,66,20,46,0.46,0.66,0.8713835753937162,0.7931675117617046,1,0,0
train,mnli::36480n,mnli,0,100,3,53,45,8,0.08,0.53,0.7740544077976239,0.7045746855208037,1,1,0
train,mnli::36514n,mnli,1,100,3,51,42,9,0.09,0.51,0.8939041631857986,0.8136666341767514,1,1,0
train,mnli::36655n,mnli,0,100,3,65,33,32,0.32,0.65,0.7241080216607898,0.6591115256308064,1,0,0
train,mnli::36715e,mnli,0,100,3,76,22,54,0.54,0.76,0.6199205640204514,0.5642760147640484,1,0,0
train,mnli::36783e,mnli,0,100,3,55,43,12,0.12,0.55,0.7699579407508016,0.7008459205242019,1,0,0
train,mnli::36859n,mnli,1,100,3,63,22,41,0.41,0.63,0.9087584384572647,0.8271875782119529,1,0,0
train,mnli::36924e,mnli,0,100,3,88,11,77,0.77,0.88,0.4013453092394489,0.36532024389242485,1,0,1
train,mnli::36924n,mnli,1,100,3,57,42,15,0.15,0.57,0.730809723643383,0.6652116776605257,1,0,0
train,mnli::3693n,mnli,0,100,3,41,39,2,0.02,0.41,1.054670141937965,0.9600021343440299,1,1,0
train,mnli::3707c,mnli,2,100,3,67,21,46,0.46,0.67,0.8504876210996652,0.774147194485458,1,0,0
train,mnli::3707n,mnli,0,100,3,61,27,34,0.34,0.61,0.9094723770466425,0.8278374331214072,1,0,0
train,mnli::37131c,mnli,2,100,3,66,29,37,0.37,0.66,0.7830103699328681,0.7127267535684877,1,0,0
train,mnli::37287n,mnli,0,100,3,85,9,76,0.76,0.85,0.5236608378573794,0.4766566360660627,1,0,1
train,mnli::37633n,mnli,1,100,3,84,15,69,0.69,0.84,0.47707654479437644,0.43425378517543695,1,0,1
train,mnli::37660c,mnli,2,100,3,59,37,22,0.22,0.59,0.8079316919605581,0.7354111184574906,1,1,0
train,mnli::37660n,mnli,0,100,3,78,20,58,0.58,0.78,0.5939279028482127,0.5406164749606566,1,0,0
train,mnli::3799n,mnli,1,100,3,40,36,4,0.04,0.4,1.0768186672148103,0.9801625908629507,1,1,0
train,mnli::38156n,mnli,1,100,3,79,14,65,0.65,0.79,0.6476246459591363,0.5894933568823235,1,0,0
train,mnli::38204n,mnli,0,100,3,54,45,9,0.09,0.54,0.7381206804467393,0.6718663973271148,1,0,0
train,mnli::38336c,mnli,1,100,2,68,32,36,0.36,0.68,0.6268694575724263,0.5706011702567103,1,0,0
train,mnli::3839c,mnli,2,100,3,56,40,16,0.16,0.56,0.8199696830860377,0.7463685701896878,1,1,0
train,mnli::38421n,mnli,1,100,3,90,8,82,0.82,0.9,0.3751232157452671,0.3414518657897441,1,0,1
train,mnli::38475c,mnli,1,100,3,65,33,32,0.32,0.65,0.7241080216607899,0.6591115256308065,1,0,0
train,mnli::38477c,mnli,2,100,3,62,37,25,0.25,0.62,0.7103072395817716,0.6465495124243554,1,0,0
train,mnli::38477e,mnli,0,100,3,74,18,56,0.56,0.74,0.7335397772613093,0.6676966795543566,1,0,0
train,mnli::3852c,mnli,1,100,3,76,17,59,0.59,0.76,0.6959528684470511,0.6334836007439728,1,0,0
train,mnli::38784n,mnli,2,100,3,63,33,30,0.3,0.63,0.7856960386326917,0.715171354568791,1,0,0
train,mnli::38925n,mnli,1,100,3,47,46,1,0.01,0.47,0.8982120603655082,0.8175878511739982,1,1,0
train,mnli::39277n,mnli,0,100,3,52,45,7,0.07,0.52,0.804566963269062,0.732348410415534,1,1,0
train,mnli::39678e,mnli,0,100,3,54,34,20,0.2,0.54,0.9539674244993283,0.8683385707034643,1,1,0
train,mnli::39957n,mnli,1,100,3,88,11,77,0.77,0.88,0.4013453092394489,0.36532024389242485,1,0,1
train,mnli::39960n,mnli,0,100,3,67,24,43,0.43,0.67,0.8275429997523774,0.7532621000950571,1,0,0
train,mnli::39995n,mnli,1,100,3,52,37,15,0.15,0.52,0.9507153446395653,0.8653784000469851,1,1,0
train,mnli::40099c,mnli,1,100,3,64,31,33,0.33,0.64,0.798477083625801,0.7268051630788016,1,0,0
train,mnli::40100e,mnli,0,100,3,95,3,92,0.92,0.95,0.23216582669633543,0.2113264425412527,1,0,1
train,mnli::4026n,mnli,0,100,3,83,16,67,0.67,0.83,0.49391828595855014,0.44958379862776376,1,0,1
train,mnli::40271e,mnli,0,100,2,84,16,68,0.68,0.84,0.439669879401343,0.40020477099739327,1,0,1
train,mnli::4035c,mnli,2,100,3,49,44,5,0.05,0.49,0.8969210905559775,0.8164127598129725,1,1,0
train,mnli::40486n,mnli,0,100,3,52,47,5,0.05,0.52,0.7409540795220216,0.6744454683101251,1,0,0
train,mnli::40647c,mnli,2,100,3,63,23,40,0.4,0.63,0.9043636125515853,0.8231872352784078,1,0,0
train,mnli::40710c,mnli,1,100,3,53,46,7,0.07,0.53,0.739740429420483,0.673340756380305,1,0,0
train,mnli::40710n,mnli,0,100,2,76,24,52,0.52,0.76,0.5510799280869728,0.5016145675514593,1,0,0
train,mnli::40738n,mnli,1,100,3,72,23,49,0.49,0.72,0.7243350150111221,0.6593181438824623,1,0,0
train,mnli::4082e,mnli,0,100,3,67,32,35,0.35,0.67,0.6789906421002316,0.6180439169521745,1,0,0
train,mnli::40867c,mnli,0,100,3,58,33,25,0.25,0.58,0.89851553262697,0.817864083530574,1,1,0
train,mnli::40867e,mnli,0,100,3,64,34,30,0.3,0.64,0.7306594906572075,0.6650749297033755,1,0,0
train,mnli::41052n,mnli,0,100,3,68,31,37,0.37,0.68,0.6713689130779434,0.6111063202213676,1,0,0
train,mnli::41494n,mnli,0,100,2,91,9,82,0.82,0.91,0.30253782309749805,0.27538179412163355,1,0,1
train,mnli::41636e,mnli,0,100,3,57,42,15,0.15,0.57,0.7308097236433831,0.6652116776605258,1,0,0
train,mnli::41975e,mnli,0,100,3,93,6,87,0.87,0.93,0.28234708920188,0.2570033961154579,1,0,1
train,mnli::42193c,mnli,2,100,2,88,12,76,0.76,0.88,0.3669249912727096,0.3339895202861302,1,0,1
train,mnli::42301c,mnli,2,100,3,70,29,41,0.41,0.7,0.6547077258574626,0.5959406540511122,1,0,0
